CustomerID,AccountNumber,city,country,latitude,longitude,population,total_orders,total_spent,avg_order_value,days_since_last_purchase,days_since_first_purchase,unique_products,avg_days_between_orders,orders_per_month,customer_cohort,will_buy_soon,will_buy_again_6m,has_purchase_history,has_repeat_order_history,city_class,favorite_category_Bikes,favorite_category_Clothing,favorite_category_Components,favorite_category_Unknown
41,AW00000041,Milpitas,United States,37.431482,-121.89144,78578.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
42,AW00000042,Newport Beach,United States,33.598609,-117.869751,83845.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
43,AW00000043,Salt Lake City,United States,40.7584336,-111.8975729,1183003.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
44,AW00000044,Huntsville,United States,34.7235335,-86.5756256,368074.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
45,AW00000045,La Vergne,United States,36.0115774,-86.5715097,40243.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
46,AW00000046,Calgary,Canada,51.048658387,-114.075156015,1306784.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
47,AW00000047,Toronto,Canada,43.710546895727,-79.300285223546,5647656.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
48,AW00000048,Montreal,Canada,45.552371673078,-73.579875190547,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
49,AW00000049,Roncq,France,50.7542177,3.1205365,14075.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
50,AW00000050,Berlin,Germany,52.435047,13.19789,4679500.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
51,AW00000051,Cloverdale,Australia,-31.9564,115.938,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
52,AW00000052,Gloucestershire,United Kingdom,51.712049004488,-1.970296428525,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
53,AW00000053,Norwood,United States,42.1877392,-71.2013672,31542.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
54,AW00000054,Melville,United States,40.784861,-73.411179,19714.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
55,AW00000055,Medford,United States,42.333471,-122.849262,170502.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
56,AW00000056,Portland,United States,45.5214584,-122.687459,2115140.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
57,AW00000057,West Chicago,United States,41.896907,-88.2102974,25395.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
58,AW00000058,Chicago,United States,41.9057433,-87.6338894,8609571.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
59,AW00000059,Visalia,United States,36.3384321,-119.3228691,167944.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
60,AW00000060,Hayward,United States,37.6736067,-122.0896983,158801.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
61,AW00000061,Fullerton,United States,33.8763837,-117.8929882,140968.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
62,AW00000062,Nashville,United States,36.1502044,-86.793148,1201962.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
63,AW00000063,Greensboro,United States,36.066511,-79.805538,342060.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
64,AW00000064,Toronto,Canada,43.710546895727,-79.300285223546,5647656.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
65,AW00000065,Weston,Canada,43.755775058528,-79.599530147202,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
66,AW00000066,Burnaby,Canada,49.246902935,-122.996963921,249125.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
67,AW00000067,Verrieres Le Buisson,France,48.7462569,2.2667764,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
68,AW00000068,Muehlheim,Germany,50.11667,8.83333,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
69,AW00000069,Lavender Bay,Australia,-33.8433,151.207,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
70,AW00000070,London,United Kingdom,51.420287318258,-0.207126382835,11262000.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
71,AW00000071,Farmington,United States,41.7229734,-72.8331333,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
72,AW00000072,Nashua,United States,42.774468,-71.470949,240705.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
73,AW00000073,North Bend,United States,47.4829032,-121.76555,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
74,AW00000074,Portland,United States,45.5214584,-122.687459,2115140.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
75,AW00000075,Garland,United States,32.924747,-96.625036,246844.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
76,AW00000076,Wood Dale,United States,41.9621299,-87.9788811,13933.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
77,AW00000077,San Diego,United States,32.7137834,-117.1238583,3064435.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
78,AW00000078,Ontario,United States,34.075235,-117.612203,180547.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
79,AW00000079,Greeley,United States,40.4156758,-104.6973597,139842.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
80,AW00000080,Sunrise,United States,26.154287,-80.272919,97918.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
81,AW00000081,Miami,United States,25.8102708,-80.2006704,6391670.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
82,AW00000082,Vancouver,Canada,49.262256291351,-123.104228145957,2426160.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
83,AW00000083,Ottawa,Canada,45.362188804598,-75.297442150906,1068821.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
84,AW00000084,Etobicoke,Canada,43.724660511932,-79.550462402194,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
85,AW00000085,Courbevoie,France,48.8968232,2.2565406,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
86,AW00000086,Essen,Germany,51.455842999,7.012583,586608.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
87,AW00000087,Lane Cove,Australia,-33.810171698,151.143200096,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
88,AW00000088,Milton Keynes,United Kingdom,52.042314597425,-0.795841087026,264349.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
89,AW00000089,Oberlin,United States,41.289758,-82.217485,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
90,AW00000090,Chantilly,United States,38.8861993,-77.4387572,24036.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
91,AW00000091,Beaverton,United States,45.4884449,-122.8042628,97812.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
92,AW00000092,Woodinville,United States,47.7565415,-122.1435758,13438.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
93,AW00000093,Round Rock,United States,30.4983619,-97.6539451,127786.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
94,AW00000094,Fort Worth,United States,32.7545988,-97.332215,963194.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
95,AW00000095,Pleasanton,United States,37.6623652,-121.8726406,76960.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
96,AW00000096,Santa Ana,United States,33.7484265,-117.8615084,312534.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
97,AW00000097,Newark,United States,37.5310646,-122.0286037,46903.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
98,AW00000098,Miami,United States,25.8102708,-80.2006704,6391670.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
99,AW00000099,Sarasota,United States,27.3340931,-82.5496641,56970.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
100,AW00000100,Markham,Canada,43.843998822311,-79.30117647131,338503.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
101,AW00000101,Toronto,Canada,43.710546895727,-79.300285223546,5647656.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
102,AW00000102,Toronto,Canada,43.710546895727,-79.300285223546,5647656.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
103,AW00000103,Pantin,France,48.8931111,2.4128211,61929.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
104,AW00000104,Duesseldorf,Germany,51.224219999,6.780068,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
105,AW00000105,Alexandria,Australia,-33.912306,151.2004474,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
106,AW00000106,Wokingham,United Kingdom,51.428147908965,-0.849753488251,38286.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
107,AW00000107,Randolph,United States,42.172258,-71.048126,34878.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
108,AW00000108,Kittery,United States,43.100639,-70.741168,10473.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
109,AW00000109,Issaquah,United States,47.5276876,-122.0402383,39591.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
110,AW00000110,Idaho Falls,United States,43.4927525,-112.0644383,111137.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
111,AW00000111,Elgin,United States,42.0371884,-88.2658122,114934.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
112,AW00000112,Dallas,United States,32.787023,-96.799153,5968322.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
113,AW00000113,Fontana,United States,34.0920758,-117.4499169,214169.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
114,AW00000114,San Francisco,United States,37.792514,-122.419918,3417736.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
115,AW00000115,Sparks,United States,39.5409866,-119.7547954,110024.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
116,AW00000116,Atlanta,United States,33.7735443,-84.3776932,5298788.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
117,AW00000117,Suwanee,United States,34.0528054,-84.0876305,22349.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
118,AW00000118,Toronto,Canada,43.710546895727,-79.300285223546,5647656.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
119,AW00000119,Pnot-Rouge,Canada,45.415447207827,-71.874886533187,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
120,AW00000120,Montreal,Canada,45.552371673078,-73.579875190547,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
121,AW00000121,Saint Ouen,France,45.8008832,-0.2128316,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
122,AW00000122,Berlin,Germany,52.435047,13.19789,4679500.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
123,AW00000123,North Ryde,Australia,-33.7962,151.129,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
124,AW00000124,W. York,United Kingdom,53.962026649,-1.083683588,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
125,AW00000125,Stamford,United States,41.054488,-73.539213,137144.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
126,AW00000126,Endicott,United States,42.1116745,-76.0557812,13387.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
127,AW00000127,Redmond,United States,47.6725103,-122.1203575,77353.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
128,AW00000128,Wenatchee,United States,47.4297829,-120.3300543,85048.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
129,AW00000129,Wood Dale,United States,41.9621299,-87.9788811,13933.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
130,AW00000130,Dallas,United States,32.787023,-96.799153,5968322.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
131,AW00000131,El Segundo,United States,33.9190084,-118.4004707,16769.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
132,AW00000132,Westminster,United States,39.8283968,-105.0358782,115484.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
133,AW00000133,Modesto,United States,37.639124,-120.976522,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
134,AW00000134,Millington,United States,35.327972,-89.871714,11289.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
135,AW00000135,Memphis,United States,35.1460763,-90.051044,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
136,AW00000136,Calgary,Canada,51.048658387,-114.075156015,1306784.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
137,AW00000137,Calgary,Canada,51.048658387,-114.075156015,1306784.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
138,AW00000138,Vancouver,Canada,49.262256291351,-123.104228145957,2426160.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
139,AW00000139,Colombes,France,48.9230455,2.2549454,91053.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
140,AW00000140,Bonn,Germany,50.734244999,7.099187,335789.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
141,AW00000141,Lavender Bay,Australia,-33.8433,151.207,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
142,AW00000142,Liverpool,United Kingdom,53.432136109766,-2.973072874813,513441.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
143,AW00000143,East Haven,United States,41.2789965,-72.8782728,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
144,AW00000144,New York,United States,40.7135813,-74.0083503,107037.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Unknown,0,0,0,1
145,AW00000145,Redmond,United States,47.6725103,-122.1203575,77353.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
146,AW00000146,Seattle,United States,47.6013573,-122.3294854,3642006.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
147,AW00000147,Chicago,United States,41.9057433,-87.6338894,8609571.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
148,AW00000148,Carol Stream,United States,41.9185398,-88.1242261,39460.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
149,AW00000149,Westminster,United States,39.8283968,-105.0358782,115484.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
150,AW00000150,Stockton,United States,37.958816,-121.288692,410053.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Major City,0,0,0,1
151,AW00000151,Culver City,United States,34.0206066,-118.3969922,39931.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
152,AW00000152,Clarkston,United States,33.809395,-84.239986,14557.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
153,AW00000153,Clearwater,United States,27.978253,-82.777766,117247.0,0.0,0.0,0.0,0,0,0.0,279.25,0.0,never_purchased,0,0,0,0,Small City,0,0,0,1
