CustomerID,AccountNumber,total_orders,total_spent,avg_order_value,days_since_last_purchase,days_since_first_purchase,unique_products,favorite_category,avg_days_between_orders,orders_per_month,will_buy_again
25393,AW00025393,1,2443.35,2443.35,704.0,704.0,1,Bikes,9999.0,1.0,0
25808,AW00025808,1,77.96,19.49,131.0,131.0,4,Accessories,9999.0,1.0,1
28310,AW00028310,1,4.99,4.99,82.0,82.0,1,Accessories,9999.0,1.0,1
16903,AW00016903,1,4.99,4.99,77.0,77.0,1,Accessories,9999.0,1.0,1
20235,AW00020235,1,34.98,17.49,46.0,46.0,2,Accessories,9999.0,1.0,1
30030,AW00030030,8,60927.8699,628.12237,91.0,730.0,46,Bikes,91.2857142857142,0.380952380952,1
13050,AW00013050,3,5651.2496,1130.24992,83.0,649.0,5,Bikes,283.0,0.157894736842,1
21171,AW00021171,1,37.29,18.645,267.0,267.0,2,Accessories,9999.0,1.0,0
18669,AW00018669,1,69.99,69.99,173.0,173.0,1,Clothing,9999.0,1.0,1
28264,AW00028264,2,5997.33,1999.11,48.0,1008.0,3,Bikes,960.0,0.0625,1
19605,AW00019605,2,5314.25,1771.416666,218.0,893.0,3,Bikes,675.0,0.090909090909,0
22937,AW00022937,2,4179.33,1393.11,41.0,579.0,3,Bikes,538.0,0.111111111111,1
11530,AW00011530,16,573.8,22.06923,29.0,365.0,18,Accessories,22.4,1.454545454545,1
11284,AW00011284,2,55.48,11.096,271.0,356.0,3,Accessories,85.0,0.666666666666,0
25854,AW00025854,1,27.28,13.64,240.0,240.0,2,Accessories,9999.0,1.0,0
22691,AW00022691,1,2457.33,819.11,103.0,103.0,3,Accessories,9999.0,1.0,1
15967,AW00015967,1,4.99,4.99,258.0,258.0,1,Accessories,9999.0,1.0,0
23873,AW00023873,1,628.97,157.2425,52.0,52.0,4,Accessories,9999.0,1.0,1
27328,AW00027328,1,68.97,22.99,7.0,7.0,3,Accessories,9999.0,1.0,1
11238,AW00011238,4,7542.77,838.085555,273.0,1118.0,9,Bikes,281.6666666666666,0.148148148148,0
17487,AW00017487,1,7.28,3.64,157.0,157.0,2,Accessories,9999.0,1.0,1
22645,AW00022645,1,553.97,184.656666,135.0,135.0,3,Accessories,9999.0,1.0,1
28556,AW00028556,1,1155.48,577.74,96.0,96.0,2,Accessories,9999.0,1.0,1
19651,AW00019651,1,59.25,14.8125,23.0,23.0,4,Accessories,9999.0,1.0,1
29784,AW00029784,8,83292.2089,1110.562785,91.0,730.0,39,Components,91.2857142857142,0.380952380952,1
12466,AW00012466,1,58.98,29.49,315.0,315.0,2,Clothing,9999.0,1.0,0
18423,AW00018423,1,4.99,4.99,309.0,309.0,1,Accessories,9999.0,1.0,0
21417,AW00021417,1,1155.48,577.74,99.0,99.0,2,Accessories,9999.0,1.0,1
28848,AW00028848,1,2181.5625,2181.5625,717.0,717.0,1,Bikes,9999.0,1.0,0
19943,AW00019943,2,3112.97,1037.656666,83.0,399.0,3,Bikes,316.0,0.181818181818,1
22353,AW00022353,1,39.98,19.99,192.0,192.0,2,Accessories,9999.0,1.0,0
20189,AW00020189,1,4.99,4.99,135.0,135.0,1,Accessories,9999.0,1.0,1
30076,AW00030076,12,268166.0546,1230.119516,91.0,1095.0,63,Bikes,91.2727272727272,0.363636363636,1
18715,AW00018715,2,123.96,30.99,54.0,203.0,4,Accessories,149.0,0.4,1
21125,AW00021125,1,27.77,9.256666,149.0,149.0,3,Accessories,9999.0,1.0,1
14739,AW00014739,2,1500.8682,375.21705,134.0,858.0,4,Accessories,724.0,0.083333333333,1
20312,AW00020312,1,4.99,4.99,267.0,267.0,1,Accessories,9999.0,1.0,0
23229,AW00023229,1,28.48,14.24,112.0,112.0,2,Accessories,9999.0,1.0,1
27972,AW00027972,1,67.93,22.643333,66.0,66.0,3,Accessories,9999.0,1.0,1
21878,AW00021878,2,4663.7925,932.7585,119.0,686.0,5,Accessories,567.0,0.105263157894,1
20833,AW00020833,2,1903.48,951.74,240.0,595.0,2,Bikes,355.0,0.166666666666,0
15214,AW00015214,2,4490.8796,748.479933,116.0,442.0,6,Accessories,326.0,0.181818181818,1
29538,AW00029538,4,67406.045625,1497.912125,91.0,365.0,18,Bikes,91.3333333333333,0.444444444444,1
29323,AW00029323,1,78.98,39.49,168.0,168.0,2,Clothing,9999.0,1.0,1
19007,AW00019007,1,69.99,69.99,146.0,146.0,1,Clothing,9999.0,1.0,1
16780,AW00016780,1,54.98,27.49,145.0,145.0,2,Accessories,9999.0,1.0,1
13863,AW00013863,1,71.97,35.985,142.0,142.0,2,Accessories,9999.0,1.0,1
25101,AW00025101,1,68.49,34.245,26.0,26.0,2,Accessories,9999.0,1.0,1
26100,AW00026100,1,7.28,3.64,13.0,13.0,2,Accessories,9999.0,1.0,1
23750,AW00023750,1,1155.48,577.74,355.0,355.0,2,Accessories,9999.0,1.0,0
27451,AW00027451,1,37.43,12.476666,181.0,181.0,3,Accessories,9999.0,1.0,0
16090,AW00016090,1,604.96,151.24,105.0,105.0,4,Accessories,9999.0,1.0,1
12389,AW00012389,1,49.99,49.99,76.0,76.0,1,Clothing,9999.0,1.0,1
25977,AW00025977,2,4624.83,1541.61,116.0,940.0,3,Bikes,824.0,0.074074074074,1
11991,AW00011991,3,8128.02,1354.67,40.0,819.0,6,Accessories,389.5,0.12,1
28141,AW00028141,1,94.48,47.24,340.0,340.0,2,Clothing,9999.0,1.0,0
25224,AW00025224,1,7.28,3.64,301.0,301.0,2,Accessories,9999.0,1.0,0
23060,AW00023060,1,126.93,21.155,242.0,242.0,6,Accessories,9999.0,1.0,0
13740,AW00013740,1,56.97,28.485,152.0,152.0,2,Accessories,9999.0,1.0,1
15921,AW00015921,3,6549.29,935.612857,123.0,513.0,7,Accessories,195.0,0.25,1
17962,AW00017962,2,2777.5225,694.380625,162.0,501.0,4,Bikes,339.0,0.181818181818,1
24411,AW00024411,1,71.58,23.86,312.0,312.0,3,Accessories,9999.0,1.0,0
23919,AW00023919,1,58.47,19.49,211.0,211.0,3,Accessories,9999.0,1.0,0
24626,AW00024626,1,38.88,12.96,165.0,165.0,3,Accessories,9999.0,1.0,1
18085,AW00018085,1,1764.96,441.24,123.0,123.0,4,Accessories,9999.0,1.0,1
26790,AW00026790,1,27.77,9.256666,99.0,99.0,3,Accessories,9999.0,1.0,1
14032,AW00014032,3,6859.4296,857.4287,41.0,542.0,8,Bikes,250.5,0.1875,1
11868,AW00011868,5,247.01,22.455454,42.0,360.0,10,Accessories,79.5,0.5,1
16611,AW00016611,2,75.53,18.8825,61.0,345.0,4,Accessories,284.0,0.222222222222,1
23352,AW00023352,1,539.99,539.99,164.0,164.0,1,Bikes,9999.0,1.0,1
27849,AW00027849,1,39.98,19.99,82.0,82.0,2,Accessories,9999.0,1.0,1
15137,AW00015137,2,161.94,26.99,270.0,347.0,5,Accessories,77.0,0.666666666666,0
24703,AW00024703,1,4.99,4.99,299.0,299.0,1,Accessories,9999.0,1.0,0
26498,AW00026498,1,89.46,22.365,224.0,224.0,4,Accessories,9999.0,1.0,0
13342,AW00013342,1,32.22,10.74,82.0,82.0,3,Accessories,9999.0,1.0,1
12160,AW00012160,2,5945.23,1486.3075,326.0,802.0,4,Bikes,476.0,0.125,0
13571,AW00013571,1,144.47,48.156666,365.0,365.0,3,Clothing,9999.0,1.0,0
16488,AW00016488,2,232.42,29.0525,21.0,315.0,7,Accessories,294.0,0.2,1
28725,AW00028725,1,78.98,39.49,277.0,277.0,2,Clothing,9999.0,1.0,0
22476,AW00022476,1,58.98,29.49,77.0,77.0,2,Accessories,9999.0,1.0,1
20710,AW00020710,2,3240.32,810.08,277.0,732.0,4,Accessories,455.0,0.133333333333,0
12681,AW00012681,3,6784.1282,1356.82564,132.0,702.0,5,Bikes,285.0,0.157894736842,1
16382,AW00016382,1,59.98,29.99,296.0,296.0,2,Accessories,9999.0,1.0,0
27159,AW00027159,1,791.32,197.83,151.0,151.0,4,Accessories,9999.0,1.0,1
24042,AW00024042,1,12.98,6.49,23.0,23.0,2,Accessories,9999.0,1.0,1
14616,AW00014616,2,1538.5782,512.8594,205.0,978.0,3,Bikes,773.0,0.076923076923,0
11699,AW00011699,2,122.25,24.45,172.0,244.0,5,Accessories,72.0,0.666666666666,1
24932,AW00024932,1,71.58,23.86,244.0,244.0,3,Accessories,9999.0,1.0,0
26269,AW00026269,1,13.98,6.99,158.0,158.0,2,Accessories,9999.0,1.0,1
20604,AW00020604,1,93.49,46.745,150.0,150.0,2,Accessories,9999.0,1.0,1
18254,AW00018254,2,6021.62,3010.81,359.0,983.0,2,Bikes,624.0,0.095238095238,0
29615,AW00029615,4,299985.197813,2499.876648,91.0,365.0,46,Components,91.3333333333333,0.444444444444,1
21586,AW00021586,1,1120.49,1120.49,97.0,97.0,1,Bikes,9999.0,1.0,1
14908,AW00014908,1,39.98,19.99,282.0,282.0,2,Accessories,9999.0,1.0,0
29309,AW00029309,1,2419.06,1209.53,252.0,252.0,2,Accessories,9999.0,1.0,0
17072,AW00017072,2,123.96,30.99,64.0,99.0,3,Clothing,35.0,2.0,1
19236,AW00019236,1,119.98,59.99,40.0,40.0,2,Clothing,9999.0,1.0,1
29907,AW00029907,4,112900.247876,688.416145,91.0,365.0,59,Bikes,91.3333333333333,0.444444444444,1
21294,AW00021294,1,9.99,9.99,291.0,291.0,1,Accessories,9999.0,1.0,0
19130,AW00019130,1,664.95,132.99,269.0,269.0,5,Accessories,9999.0,1.0,0
12097,AW00012097,4,238.2,23.82,9.0,252.0,9,Accessories,81.0,0.5,1
23458,AW00023458,1,41.95,10.4875,171.0,171.0,4,Accessories,9999.0,1.0,1
27743,AW00027743,1,1155.48,577.74,50.0,50.0,2,Accessories,9999.0,1.0,1
29017,AW00029017,1,3578.27,3578.27,958.0,958.0,1,Bikes,9999.0,1.0,0
11115,AW00011115,3,113.71,18.951666,26.0,352.0,6,Accessories,163.0,0.272727272727,1
19528,AW00019528,1,78.98,39.49,172.0,172.0,2,Clothing,9999.0,1.0,1
17856,AW00017856,1,32.27,10.756666,136.0,136.0,3,Accessories,9999.0,1.0,1
20020,AW00020020,1,78.98,39.49,116.0,116.0,2,Clothing,9999.0,1.0,1
21002,AW00021002,2,2992.33,997.443333,245.0,756.0,3,Bikes,511.0,0.125,0
18838,AW00018838,1,2376.96,792.32,42.0,42.0,3,Accessories,9999.0,1.0,1
26561,AW00026561,2,1336.96,334.24,44.0,595.0,4,Accessories,551.0,0.111111111111,1
12237,AW00012237,2,4470.3896,894.07792,240.0,590.0,5,Bikes,350.0,0.166666666666,0
19067,AW00019067,2,3380.9075,845.226875,116.0,508.0,4,Bikes,392.0,0.153846153846,1
27557,AW00027557,1,782.99,782.99,452.0,452.0,1,Bikes,9999.0,1.0,0
15154,AW00015154,2,109.97,36.656666,27.0,312.0,3,Accessories,285.0,0.2,1
18071,AW00018071,1,68.49,34.245,278.0,278.0,2,Accessories,9999.0,1.0,0
16150,AW00016150,1,629.97,209.99,78.0,78.0,3,Accessories,9999.0,1.0,1
14845,AW00014845,1,7.28,3.64,346.0,346.0,2,Accessories,9999.0,1.0,0
23335,AW00023335,1,32.28,16.14,101.0,101.0,2,Accessories,9999.0,1.0,1
19376,AW00019376,1,29.48,14.74,67.0,67.0,2,Accessories,9999.0,1.0,1
26206,AW00026206,1,2478.34,1239.17,36.0,36.0,2,Accessories,9999.0,1.0,1
12452,AW00012452,2,5935.55,1483.8875,181.0,769.0,4,Accessories,588.0,0.105263157894,0
29432,AW00029432,1,1307.31,261.462,296.0,296.0,5,Clothing,9999.0,1.0,0
13448,AW00013448,1,21.98,21.98,241.0,241.0,1,Accessories,9999.0,1.0,0
26515,AW00026515,1,89.46,22.365,160.0,160.0,4,Accessories,9999.0,1.0,1
20418,AW00020418,2,4207.24,1051.81,337.0,798.0,4,Bikes,461.0,0.133333333333,0
26037,AW00026037,1,38.98,19.49,341.0,341.0,2,Accessories,9999.0,1.0,0
25041,AW00025041,1,32.6,32.6,67.0,67.0,1,Accessories,9999.0,1.0,1
27726,AW00027726,1,3578.27,3578.27,1089.0,1089.0,1,Bikes,9999.0,1.0,0
18898,AW00018898,1,74.98,24.993333,326.0,326.0,3,Accessories,9999.0,1.0,0
14985,AW00014985,1,29.98,14.99,320.0,320.0,2,Accessories,9999.0,1.0,0
16319,AW00016319,1,27.28,13.64,310.0,310.0,2,Accessories,9999.0,1.0,0
23813,AW00023813,1,564.48,282.24,104.0,104.0,2,Clothing,9999.0,1.0,1
12406,AW00012406,1,35.0,35.0,43.0,43.0,1,Accessories,9999.0,1.0,1
26083,AW00026083,2,5794.05,1931.35,154.0,793.0,3,Bikes,639.0,0.095238095238,1
22462,AW00022462,1,553.97,184.656666,354.0,354.0,3,Accessories,9999.0,1.0,0
28954,AW00028954,1,2393.06,1196.53,284.0,284.0,2,Clothing,9999.0,1.0,0
22124,AW00022124,1,34.98,17.49,77.0,77.0,2,Accessories,9999.0,1.0,1
16196,AW00016196,3,7237.36,1033.908571,154.0,692.0,7,Bikes,269.0,0.176470588235,1
27680,AW00027680,1,35.72,8.93,296.0,296.0,4,Accessories,9999.0,1.0,0
23767,AW00023767,1,13.98,6.99,11.0,11.0,2,Accessories,9999.0,1.0,1
17670,AW00017670,1,539.99,539.99,237.0,237.0,1,Bikes,9999.0,1.0,0
22293,AW00022293,1,561.48,280.74,236.0,236.0,2,Accessories,9999.0,1.0,0
28785,AW00028785,1,34.99,34.99,221.0,221.0,1,Accessories,9999.0,1.0,0
29031,AW00029031,1,64.47,21.49,79.0,79.0,3,Accessories,9999.0,1.0,1
13465,AW00013465,1,75.97,37.985,68.0,68.0,2,Accessories,9999.0,1.0,1
17733,AW00017733,2,4758.24,1189.56,192.0,1022.0,4,Bikes,830.0,0.074074074074,0
12575,AW00012575,2,2668.0782,889.3594,123.0,744.0,3,Bikes,621.0,0.1,1
24563,AW00024563,1,6.28,3.14,186.0,186.0,2,Accessories,9999.0,1.0,0
21065,AW00021065,2,1549.11,309.822,47.0,162.0,5,Accessories,115.0,0.5,1
22061,AW00022061,1,1145.48,572.74,33.0,33.0,2,Accessories,9999.0,1.0,1
13511,AW00013511,2,6012.23,1202.446,43.0,787.0,5,Clothing,744.0,0.083333333333,1
28204,AW00028204,1,2419.06,1209.53,393.0,393.0,2,Accessories,9999.0,1.0,0
24872,AW00024872,1,23.78,11.89,319.0,319.0,2,Accessories,9999.0,1.0,0
17839,AW00017839,2,34.97,11.656666,41.0,299.0,3,Accessories,258.0,0.25,1
29200,AW00029200,1,6.28,3.14,188.0,188.0,2,Accessories,9999.0,1.0,0
16843,AW00016843,1,89.97,29.99,93.0,93.0,3,Accessories,9999.0,1.0,1
23936,AW00023936,1,123.96,30.99,241.0,241.0,4,Accessories,9999.0,1.0,0
21019,AW00021019,1,629.96,157.49,89.0,89.0,4,Accessories,9999.0,1.0,1
14676,AW00014676,3,5188.4082,1037.68164,76.0,501.0,5,Bikes,212.5,0.214285714285,1
19545,AW00019545,1,1179.47,393.156666,325.0,325.0,3,Clothing,9999.0,1.0,0
16213,AW00016213,3,154.54,25.756666,108.0,207.0,6,Accessories,49.5,1.0,1
20541,AW00020541,1,1174.48,587.24,205.0,205.0,2,Clothing,9999.0,1.0,0
14922,AW00014922,1,4.99,4.99,65.0,65.0,1,Accessories,9999.0,1.0,1
21815,AW00021815,1,64.47,21.49,298.0,298.0,3,Accessories,9999.0,1.0,0
24809,AW00024809,1,2419.06,1209.53,294.0,294.0,2,Accessories,9999.0,1.0,0
20481,AW00020481,1,1170.48,585.24,185.0,185.0,2,Clothing,9999.0,1.0,0
15323,AW00015323,1,804.47,268.156666,69.0,69.0,3,Accessories,9999.0,1.0,1
18317,AW00018317,3,84.74,16.948,9.0,68.0,5,Accessories,29.5,1.5,1
14095,AW00014095,2,1802.2075,450.551875,292.0,639.0,4,Accessories,347.0,0.166666666666,0
16259,AW00016259,2,2756.5425,918.8475,51.0,505.0,3,Bikes,454.0,0.133333333333,1
27620,AW00027620,1,88.97,29.656666,128.0,128.0,3,Accessories,9999.0,1.0,1
20587,AW00020587,1,2378.95,475.79,87.0,87.0,5,Accessories,9999.0,1.0,1
25456,AW00025456,1,4.99,4.99,17.0,17.0,1,Accessories,9999.0,1.0,1
26684,AW00026684,2,4468.1582,1489.386066,144.0,595.0,3,Bikes,451.0,0.133333333333,1
29094,AW00029094,1,796.34,398.17,170.0,170.0,2,Clothing,9999.0,1.0,1
28158,AW00028158,2,5997.33,1999.11,35.0,1055.0,3,Bikes,1020.0,0.060606060606,1
16797,AW00016797,1,1732.26,433.065,385.0,385.0,4,Accessories,9999.0,1.0,0
23289,AW00023289,1,34.98,17.49,349.0,349.0,2,Accessories,9999.0,1.0,0
11928,AW00011928,2,47.94,15.98,46.0,242.0,3,Accessories,196.0,0.285714285714,1
18961,AW00018961,1,2369.96,592.49,73.0,73.0,4,Accessories,9999.0,1.0,1
18486,AW00018486,2,6021.62,3010.81,331.0,971.0,2,Bikes,640.0,0.095238095238,0
19482,AW00019482,2,1854.5782,618.192733,319.0,799.0,3,Bikes,480.0,0.125,0
22399,AW00022399,2,2785.0525,928.350833,269.0,621.0,3,Bikes,352.0,0.166666666666,0
15569,AW00015569,2,3077.98,1538.99,125.0,499.0,2,Bikes,374.0,0.166666666666,1
11822,AW00011822,2,87.28,29.093333,155.0,253.0,3,Accessories,98.0,0.666666666666,1
24225,AW00024225,1,93.49,46.745,177.0,177.0,2,Accessories,9999.0,1.0,1
27142,AW00027142,1,791.32,197.83,126.0,126.0,4,Accessories,9999.0,1.0,1
12343,AW00012343,3,5567.9282,1391.98205,130.0,742.0,4,Bikes,306.0,0.15,1
11347,AW00011347,1,13.98,6.99,318.0,318.0,2,Accessories,9999.0,1.0,0
22708,AW00022708,1,88.97,29.656666,140.0,140.0,3,Accessories,9999.0,1.0,1
23704,AW00023704,1,600.46,150.115,119.0,119.0,4,Accessories,9999.0,1.0,1
20003,AW00020003,1,579.97,193.323333,44.0,44.0,3,Accessories,9999.0,1.0,1
29847,AW00029847,6,2803.9816,350.4977,60.0,699.0,7,Components,127.8,0.285714285714,1
15781,AW00015781,2,3209.94,641.988,141.0,468.0,5,Bikes,327.0,0.181818181818,1
20172,AW00020172,2,3150.3982,1050.132733,64.0,984.0,3,Bikes,920.0,0.066666666666,1
11516,AW00011516,2,5915.54,1183.108,226.0,866.0,5,Accessories,640.0,0.095238095238,0
12512,AW00012512,1,8.99,8.99,311.0,311.0,1,Clothing,9999.0,1.0,0
21709,AW00021709,1,1155.48,577.74,86.0,86.0,2,Accessories,9999.0,1.0,1
29369,AW00029369,1,2422.54,605.635,46.0,46.0,4,Accessories,9999.0,1.0,1
29890,AW00029890,8,13137.3691,486.569225,212.0,1126.0,23,Bikes,130.5714285714285,0.266666666666,0
19313,AW00019313,2,2533.46,633.365,38.0,580.0,4,Bikes,542.0,0.111111111111,1
21234,AW00021234,1,119.98,59.99,344.0,344.0,2,Clothing,9999.0,1.0,0
16734,AW00016734,2,128.97,42.99,231.0,274.0,3,Clothing,43.0,1.0,0
14570,AW00014570,1,39.98,19.99,268.0,268.0,2,Accessories,9999.0,1.0,0
12821,AW00012821,2,124.94,17.848571,47.0,237.0,6,Accessories,190.0,0.333333333333,1
21477,AW00021477,1,23.97,7.99,221.0,221.0,3,Accessories,9999.0,1.0,0
27311,AW00027311,1,33.98,16.99,194.0,194.0,2,Accessories,9999.0,1.0,0
25147,AW00025147,1,39.98,19.99,181.0,181.0,2,Accessories,9999.0,1.0,0
23398,AW00023398,1,553.97,184.656666,132.0,132.0,3,Accessories,9999.0,1.0,1
17255,AW00017255,2,4442.24,1110.56,145.0,1046.0,4,Clothing,901.0,0.066666666666,1
19960,AW00019960,2,6120.11,1530.0275,228.0,860.0,4,Bikes,632.0,0.095238095238,0
26452,AW00026452,1,59.98,29.99,292.0,292.0,2,Accessories,9999.0,1.0,0
15091,AW00015091,1,39.98,19.99,267.0,267.0,2,Accessories,9999.0,1.0,0
28616,AW00028616,1,120.0,120.0,56.0,56.0,1,Accessories,9999.0,1.0,1
30016,AW00030016,1,1229.4589,1229.4589,638.0,638.0,1,Bikes,9999.0,1.0,0
28095,AW00028095,1,2.29,2.29,215.0,215.0,1,Accessories,9999.0,1.0,0
25931,AW00025931,1,27.28,13.64,188.0,188.0,2,Accessories,9999.0,1.0,0
18529,AW00018529,1,39.98,19.99,0.0,0.0,2,Accessories,9999.0,1.0,1
24457,AW00024457,2,3356.0425,1118.680833,228.0,452.0,3,Bikes,224.0,0.285714285714,0
15260,AW00015260,1,45.95,11.4875,299.0,299.0,4,Accessories,9999.0,1.0,0
26621,AW00026621,1,28.99,28.99,119.0,119.0,1,Accessories,9999.0,1.0,1
17424,AW00017424,1,2423.48,605.87,72.0,72.0,4,Accessories,9999.0,1.0,1
12990,AW00012990,3,6829.4696,1707.3674,119.0,651.0,4,Bikes,266.0,0.166666666666,1
21646,AW00021646,1,563.77,187.923333,344.0,344.0,3,Accessories,9999.0,1.0,0
17318,AW00017318,2,43.97,14.656666,277.0,302.0,3,Accessories,25.0,2.0,0
14401,AW00014401,1,15.23,5.076666,251.0,251.0,3,Accessories,9999.0,1.0,0
24978,AW00024978,1,155.08,38.77,198.0,198.0,4,Accessories,9999.0,1.0,0
20650,AW00020650,1,1174.48,587.24,176.0,176.0,2,Clothing,9999.0,1.0,1
25868,AW00025868,2,5798.04,1449.51,237.0,1072.0,4,Accessories,835.0,0.071428571428,0
21540,AW00021540,2,1602.47,534.156666,203.0,420.0,3,Bikes,217.0,0.285714285714,0
14507,AW00014507,1,39.98,19.99,350.0,350.0,2,Accessories,9999.0,1.0,0
17212,AW00017212,1,61.97,20.656666,62.0,62.0,3,Accessories,9999.0,1.0,1
24351,AW00024351,1,2393.06,1196.53,297.0,297.0,2,Clothing,9999.0,1.0,0
13617,AW00013617,3,141.91,28.382,8.0,285.0,5,Accessories,138.5,0.333333333333,1
28679,AW00028679,1,27.28,13.64,46.0,46.0,2,Accessories,9999.0,1.0,1
13680,AW00013680,2,5948.24,1189.648,175.0,1076.0,5,Accessories,901.0,0.066666666666,1
18008,AW00018008,2,2459.0682,614.76705,114.0,926.0,4,Clothing,812.0,0.074074074074,1
22877,AW00022877,2,5962.34,2981.17,110.0,913.0,2,Bikes,803.0,0.074074074074,1
27205,AW00027205,1,2049.0982,2049.0982,462.0,462.0,1,Bikes,9999.0,1.0,0
22230,AW00022230,2,4223.23,844.646,125.0,978.0,5,Bikes,853.0,0.071428571428,1
17902,AW00017902,2,4158.32,1039.58,207.0,428.0,4,Accessories,221.0,0.25,0
20066,AW00020066,1,1170.48,585.24,264.0,264.0,2,Clothing,9999.0,1.0,0
24394,AW00024394,1,36.59,18.295,211.0,211.0,2,Accessories,9999.0,1.0,0
15738,AW00015738,1,166.28,55.426666,43.0,43.0,3,Accessories,9999.0,1.0,1
28573,AW00028573,1,3578.27,3578.27,1013.0,1013.0,1,Bikes,9999.0,1.0,0
11759,AW00011759,3,8054.05,2684.683333,203.0,933.0,3,Bikes,365.0,0.125,0
14464,AW00014464,2,3357.7175,839.429375,209.0,409.0,4,Accessories,200.0,0.285714285714,0
13923,AW00013923,1,56.97,28.485,293.0,293.0,2,Accessories,9999.0,1.0,0
16628,AW00016628,2,187.58,46.895,37.0,140.0,4,Accessories,103.0,0.666666666666,1
18792,AW00018792,1,1775.47,591.823333,65.0,65.0,3,Clothing,9999.0,1.0,1
27099,AW00027099,1,782.99,782.99,612.0,612.0,1,Bikes,9999.0,1.0,0
29263,AW00029263,1,38.98,19.49,61.0,61.0,2,Accessories,9999.0,1.0,1
13033,AW00013033,1,45.95,11.4875,11.0,11.0,4,Accessories,9999.0,1.0,1
29953,AW00029953,4,130949.094531,723.47566,457.0,730.0,57,Clothing,91.0,0.444444444444,0
25625,AW00025625,1,2433.04,608.26,393.0,393.0,4,Accessories,9999.0,1.0,0
